Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Modifier #1,Modifier #2,Behavior type,Time,Media file name,Image index,Image file path,Comment
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,trial start,,None,mixed view,POINT,1.433,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,43,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,1.600,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,48,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,1.700,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,51,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,gape,,,,START,1.733,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,52,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,gape,,,,STOP,1.900,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,57,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,gape,,,,START,1.933,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,58,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,gape,,,,STOP,2.100,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,63,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,gape,,,,START,2.133,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,64,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,gape,,,,STOP,2.233,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,67,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,gape,,,,START,2.300,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,69,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,gape,,,,STOP,2.433,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,73,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,gape,,,,START,2.500,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,75,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,gape,,,,STOP,2.600,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,78,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,2.633,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,79,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,2.733,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,82,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,3.100,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,93,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,3.200,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,96,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,mouth or tongue movement,,tongue protrusion,,START,3.533,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,106,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,mouth or tongue movement,,tongue protrusion,,STOP,3.600,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,108,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,mouth or tongue movement,,tongue protrusion,,START,3.667,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,110,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,mouth or tongue movement,,tongue protrusion,,STOP,3.733,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,112,NA,
CM31_TestPart1_h2o_13,2024-03-05 13:39:28,,3.900,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,0.0,6.000,30.000,,mouth or tongue movement,,tongue protrusion,,START,3.800,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_13.avi,114,NA,
