Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Modifier #1,Modifier #2,Behavior type,Time,Media file name,Image index,Image file path,Comment
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,2.967,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,89,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,3.000,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,90,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,3.100,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,93,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,3.133,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,94,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,3.200,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,96,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,3.267,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,98,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,3.333,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,100,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,3.500,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,105,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,3.600,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,108,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,3.800,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,114,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,3.900,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,117,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,3.933,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,118,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,4.033,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,121,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,4.100,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,123,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,4.167,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,125,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,4.233,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,127,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,4.333,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,130,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,4.400,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,132,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,4.467,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,134,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,4.567,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,137,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,4.633,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,139,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,4.700,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,141,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,4.767,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,143,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,4.833,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,145,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,4.933,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,148,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,5.600,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,168,NA,
CM31_TestPart1_h2o_8,2024-03-05 13:10:00,,4.267,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,5.700,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_8.avi,171,NA,
