Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Modifier #1,Modifier #2,Behavior type,Time,Media file name,Image index,Image file path,Comment
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,1.400,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,42,NA,
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,trial start,,None,in view,POINT,1.433,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,43,NA,
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,1.500,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,45,NA,
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,gape,,,,START,1.567,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,47,NA,
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,gape,,,,STOP,1.733,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,52,NA,
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,gape,,,,START,1.767,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,53,NA,
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,gape,,,,STOP,1.900,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,57,NA,
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,gape,,,,START,1.967,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,59,NA,
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,gape,,,,STOP,2.100,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,63,NA,
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,gape,,,,START,2.167,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,65,NA,
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,gape,,,,STOP,2.300,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,69,NA,
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,gape,,,,START,2.367,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,71,NA,
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,gape,,,,STOP,2.500,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,75,NA,
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,gape,,,,START,2.600,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,78,NA,
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,gape,,,,STOP,2.733,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,82,NA,
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,gape,,,,START,2.867,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,86,NA,
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,gape,,,,STOP,3.000,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,90,NA,
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,gape,,,,START,4.000,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,120,NA,
CM31_TestPart1_qhcl_2,2024-02-23 12:02:45,,2.667,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,0.0,6.000,30.000,,gape,,,,STOP,4.067,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/quinine_trial_2.avi,122,NA,
