Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Modifier #1,Modifier #2,Behavior type,Time,Media file name,Image index,Image file path,Comment
CM31_TestPart1_h2o_6,2024-03-05 13:04:47,,3.967,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,0.0,6.000,30.000,,trial start,,None,mixed view,POINT,1.400,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,42,NA,
CM31_TestPart1_h2o_6,2024-03-05 13:04:47,,3.967,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,1.500,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,45,NA,
CM31_TestPart1_h2o_6,2024-03-05 13:04:47,,3.967,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,1.600,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,48,NA,
CM31_TestPart1_h2o_6,2024-03-05 13:04:47,,3.967,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,1.633,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,49,NA,
CM31_TestPart1_h2o_6,2024-03-05 13:04:47,,3.967,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,1.733,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,52,NA,
CM31_TestPart1_h2o_6,2024-03-05 13:04:47,,3.967,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,1.800,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,54,NA,
CM31_TestPart1_h2o_6,2024-03-05 13:04:47,,3.967,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,1.833,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,55,NA,
CM31_TestPart1_h2o_6,2024-03-05 13:04:47,,3.967,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,1.967,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,59,NA,
CM31_TestPart1_h2o_6,2024-03-05 13:04:47,,3.967,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,2.100,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,63,NA,
CM31_TestPart1_h2o_6,2024-03-05 13:04:47,,3.967,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,0.0,6.000,30.000,,lateral tongue movement,,,,START,4.200,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,126,NA,
CM31_TestPart1_h2o_6,2024-03-05 13:04:47,,3.967,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,0.0,6.000,30.000,,lateral tongue movement,,,,STOP,4.300,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,129,NA,
CM31_TestPart1_h2o_6,2024-03-05 13:04:47,,3.967,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,0.0,6.000,30.000,,lateral tongue movement,,,,START,5.000,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,150,NA,
CM31_TestPart1_h2o_6,2024-03-05 13:04:47,,3.967,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,0.0,6.000,30.000,,lateral tongue movement,,,,STOP,5.100,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,153,NA,
CM31_TestPart1_h2o_6,2024-03-05 13:04:47,,3.967,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,0.0,6.000,30.000,,lateral tongue movement,,,,START,5.233,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,157,NA,
CM31_TestPart1_h2o_6,2024-03-05 13:04:47,,3.967,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,0.0,6.000,30.000,,lateral tongue movement,,,,STOP,5.367,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/water_trial_6.avi,161,NA,
